dataset_indexhtml_path,file_name,artist,title,instrument,has_dadagp_txt,has_gp5,has_tabvae_csv,has_scalevae_csv,has_wav,has_xml,has_pdf,dadagp_num_lines,dadagp_num_measures,dadagp_total_wait_ticks,dadagp_total_note_ticks,dadagp_note_density,normalized_ticks_per_measure,xml_num_measures,tabvae_num_rows,tabvae_num_cols,scalevae_num_rows,scalevae_num_cols,scalevae_total_quarter_length,scalevae_midi_range_min,scalevae_midi_range_max,scalevae_appear_midi_min,scalevae_appear_midi_max,wav_length_sec,wav_num_samples,wav_sample_rate
4941,Intro16-DadaGP-v1.0\analysis_result\htmls\04941.html,"Ferrat, Jean - Un Jour, Un Jour_clean0","Ferrat, Jean","Un Jour, Un Jour",clean0,1,1,1,1,1,1,1,583,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,60,41.398979591836735,1825695,44100
4942,Intro16-DadaGP-v1.0\analysis_result\htmls\04942.html,"Ferrer, Nino - La Maison Pras De La Fontaine_clean0","Ferrer, Nino",La Maison Pras De La Fontaine,clean0,1,1,1,1,1,1,1,298,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,67,51.0,2249100,44100
4943,Intro16-DadaGP-v1.0\analysis_result\htmls\04943.html,"Ferrer, Nino - La Maison PrSs de la Fontaine_clean0","Ferrer, Nino",La Maison PrSs de la Fontaine,clean0,1,1,1,1,1,1,1,298,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,67,51.0,2249100,44100
4944,Intro16-DadaGP-v1.0\analysis_result\htmls\04944.html,"Ferrer, Nino - Le Sud_clean0","Ferrer, Nino",Le Sud,clean0,1,1,1,1,1,1,1,357,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,44,71,45.66598639455783,2013870,44100
4945,Intro16-DadaGP-v1.0\analysis_result\htmls\04945.html,"Fersen, Thomas - Borborygmes_clean0","Fersen, Thomas",Borborygmes,clean0,1,1,1,1,1,1,1,1034,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,70,45.66598639455783,2013870,44100
4946,Intro16-DadaGP-v1.0\analysis_result\htmls\04946.html,"Fersen, Thomas - La Chauve-Souris_clean0","Fersen, Thomas",La Chauve-Souris,clean0,1,1,1,1,1,1,1,666,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,69,30.42798185941043,1341874,44100
4947,Intro16-DadaGP-v1.0\analysis_result\htmls\04947.html,"Fersen, Thomas - Les Malheurs Du Lion_clean0","Fersen, Thomas",Les Malheurs Du Lion,clean0,1,1,1,1,1,1,1,352,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,70,35.0,1543500,44100
4948,Intro16-DadaGP-v1.0\analysis_result\htmls\04948.html,"Fersen, Thomas - Louise_clean0","Fersen, Thomas",Louise,clean0,1,1,1,1,1,1,1,277,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,35.0,1543500,44100
4949,Intro16-DadaGP-v1.0\analysis_result\htmls\04949.html,"Fersen, Thomas - Monsieur_clean0","Fersen, Thomas",Monsieur,clean0,1,1,1,1,1,1,1,455,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,70,67.0,2954700,44100
4950,Intro16-DadaGP-v1.0\analysis_result\htmls\04950.html,"Fersen, Thomas - Saint Jean Du Doigt_clean0","Fersen, Thomas",Saint Jean Du Doigt,clean0,1,1,1,1,1,1,1,652,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,67,35.0,1543500,44100
4951,Intro16-DadaGP-v1.0\analysis_result\htmls\04951.html,FFF - New Funk Generation_distorted0,FFF,New Funk Generation,distorted0,1,1,1,1,1,1,1,465,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,45,64,38.1990022675737,1684576,44100
4952,Intro16-DadaGP-v1.0\analysis_result\htmls\04952.html,Fight - Immortal Sin_distorted0,Fight,Immortal Sin,distorted0,1,1,1,1,1,1,1,317,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,36,49,35.0,1543500,44100
4953,Intro16-DadaGP-v1.0\analysis_result\htmls\04953.html,Fightstar - Paint Your Target_clean0,Fightstar,Paint Your Target,clean0,1,1,1,1,1,1,1,201,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,45,66,16.713990929705215,737087,44100
4954,Intro16-DadaGP-v1.0\analysis_result\htmls\04954.html,Figment (The) - Amigdala_distorted0,Figment (The),Amigdala,distorted0,1,1,1,1,1,1,1,665,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,53,35.0,1543500,44100
4955,Intro16-DadaGP-v1.0\analysis_result\htmls\04955.html,Figment (The) - Mais_clean0,Figment (The),Mais,clean0,1,1,1,1,1,1,1,405,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,62,28.6,1261260,44100
4956,Intro16-DadaGP-v1.0\analysis_result\htmls\04956.html,Filip Floyd - Anni_clean0,Filip Floyd,Anni,clean0,1,1,1,1,1,1,1,213,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,44,61,37.90897959183673,1671786,44100
4957,Intro16-DadaGP-v1.0\analysis_result\htmls\04957.html,Filip Floyd - Sauerkraut Blues_distorted0,Filip Floyd,Sauerkraut Blues,distorted0,1,1,1,1,1,1,1,246,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,64,35.0,1543500,44100
4958,Intro16-DadaGP-v1.0\analysis_result\htmls\04958.html,Filip Floyd - The Tooth_distorted0,Filip Floyd,The Tooth,distorted0,1,1,1,1,1,1,1,213,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,67,67,35.0,1543500,44100
4959,Intro16-DadaGP-v1.0\analysis_result\htmls\04959.html,"Filipov, Helder - Girls_clean0","Filipov, Helder",Girls,clean0,1,1,1,1,1,1,1,206,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,67,24.332993197278913,1073085,44100
4960,Intro16-DadaGP-v1.0\analysis_result\htmls\04960.html,"Filipov, Helder - Hero Of The World_clean0","Filipov, Helder",Hero Of The World,clean0,1,1,1,1,1,1,1,413,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,69,15.8,696780,44100
4961,Intro16-DadaGP-v1.0\analysis_result\htmls\04961.html,Fimbulwinter - Black Metal Storm_distorted0,Fimbulwinter,Black Metal Storm,distorted0,1,1,1,1,1,1,1,384,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,53,24.332993197278913,1073085,44100
4962,Intro16-DadaGP-v1.0\analysis_result\htmls\04962.html,Final Dawn - My Pain_distorted0,Final Dawn,My Pain,distorted0,1,1,1,1,1,1,1,277,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,57,26.998979591836736,1190655,44100
4963,Intro16-DadaGP-v1.0\analysis_result\htmls\04963.html,Final Fantasy - Airship Theme_distorted0,Final Fantasy,Airship Theme,distorted0,1,1,1,1,1,1,1,104,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,67,79,26.998979591836736,1190655,44100
4964,Intro16-DadaGP-v1.0\analysis_result\htmls\04964.html,Final Fantasy - Black Water_distorted0,Final Fantasy,Black Water,distorted0,1,1,1,1,1,1,1,445,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,56,45.66598639455783,2013870,44100
4965,Intro16-DadaGP-v1.0\analysis_result\htmls\04965.html,Final Fantasy - Final Fantasy 3 - Boss Battle_distorted0,Final Fantasy,Final Fantasy 3 - Boss Battle,distorted0,1,1,1,1,1,1,1,351,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,52,76,41.398979591836735,1825695,44100
4966,Intro16-DadaGP-v1.0\analysis_result\htmls\04966.html,Final Fantasy - Final Fantasy 4 - Battle Theme_distorted0,Final Fantasy,Final Fantasy 4 - Battle Theme,distorted0,1,1,1,1,1,1,1,120,16,61440,53760,0.875,3840.0,16,12,512,142,256,64.0,34,104,67,79,26.998979591836736,1190655,44100
4967,Intro16-DadaGP-v1.0\analysis_result\htmls\04967.html,Final Fantasy - Final Fantasy 4 - World Theme_distorted0,Final Fantasy,Final Fantasy 4 - World Theme,distorted0,1,1,1,1,1,1,1,90,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,69,79,30.42798185941043,1341874,44100
4968,Intro16-DadaGP-v1.0\analysis_result\htmls\04968.html,Final Fantasy 7 - dream to the universe_clean0,Final Fantasy 7,dream to the universe,clean0,1,1,1,1,1,1,1,200,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,51,72,45.66598639455783,2013870,44100
4969,Intro16-DadaGP-v1.0\analysis_result\htmls\04969.html,Final Fantasy 7 - More fight_distorted0,Final Fantasy 7,More fight,distorted0,1,1,1,1,1,1,1,327,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,54,25.58798185941043,1128430,44100
4970,Intro16-DadaGP-v1.0\analysis_result\htmls\04970.html,Final Fantasy 7 - Tempal Of Achents_clean0,Final Fantasy 7,Tempal Of Achents,clean0,1,1,1,1,1,1,1,349,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,55,76,37.90897959183673,1671786,44100
4971,Intro16-DadaGP-v1.0\analysis_result\htmls\04971.html,Final Fantasy 7 - The Gold Saucer_distorted0,Final Fantasy 7,The Gold Saucer,distorted0,1,1,1,1,1,1,1,393,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,73,88,41.398979591836735,1825695,44100
4972,Intro16-DadaGP-v1.0\analysis_result\htmls\04972.html,Finch - Awake_distorted0,Finch,Awake,distorted0,1,1,1,1,1,1,1,384,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,61,82,51.0,2249100,44100
4973,Intro16-DadaGP-v1.0\analysis_result\htmls\04973.html,Finch - With Out You Here_clean0,Finch,With Out You Here,clean0,1,1,1,1,1,1,1,285,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,64,28.6,1261260,44100
4974,Intro16-DadaGP-v1.0\analysis_result\htmls\04974.html,Finger and Picking exercise - Alternate Picking by Marco Ielmini_clean0,Finger and Picking exercise,Alternate Picking by Marco Ielmini,clean0,1,1,1,1,1,1,1,533,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,71,45.66598639455783,2013870,44100
4975,Intro16-DadaGP-v1.0\analysis_result\htmls\04975.html,Finger And Picking Exercise - Classic Guitar Lesson 1_clean0,Finger And Picking Exercise,Classic Guitar Lesson 1,clean0,1,1,1,1,1,1,1,185,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,67,30.42798185941043,1341874,44100
4976,Intro16-DadaGP-v1.0\analysis_result\htmls\04976.html,Finger And Picking Exercise - Finger Independent And Speed Exercises_distorted0,Finger And Picking Exercise,Finger Independent And Speed Exercises,distorted0,1,1,1,1,1,1,1,436,16,61440,42240,0.6875,3840.0,16,12,512,142,256,64.0,34,104,41,70,49.66598639455783,2190270,44100
4977,Intro16-DadaGP-v1.0\analysis_result\htmls\04977.html,Finger And Picking Exercise - Fingerstyle Basics_clean0,Finger And Picking Exercise,Fingerstyle Basics,clean0,1,1,1,1,1,1,1,203,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,66,35.0,1543500,44100
4978,Intro16-DadaGP-v1.0\analysis_result\htmls\04978.html,Finger and Picking exercise - Solo_clean0,Finger and Picking exercise,Solo,clean0,1,1,1,1,1,1,1,272,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,48,67,35.0,1543500,44100
4979,Intro16-DadaGP-v1.0\analysis_result\htmls\04979.html,Finger Eleven - Good Times_distorted0,Finger Eleven,Good Times,distorted0,1,1,1,1,1,1,1,713,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,46,65,32.53798185941043,1434925,44100
4980,Intro16-DadaGP-v1.0\analysis_result\htmls\04980.html,Finger Eleven - Obvious Heart_distorted1,Finger Eleven,Obvious Heart,distorted1,1,1,1,1,1,1,1,121,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,44,58,26.998979591836736,1190655,44100
4981,Intro16-DadaGP-v1.0\analysis_result\htmls\04981.html,Finger Eleven - One Thing_clean0,Finger Eleven,One Thing,clean0,1,1,1,1,1,1,1,673,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,44,73,51.0,2249100,44100
4982,Intro16-DadaGP-v1.0\analysis_result\htmls\04982.html,"Finger, Peter - Finger woogie_clean0","Finger, Peter",Finger woogie,clean0,1,1,1,1,1,1,1,422,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,45,76,24.332993197278913,1073085,44100
4983,Intro16-DadaGP-v1.0\analysis_result\htmls\04983.html,Finntroll - Grottans Barn_clean0,Finntroll,Grottans Barn,clean0,1,1,1,1,1,1,1,105,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,60,65,51.0,2249100,44100
4984,Intro16-DadaGP-v1.0\analysis_result\htmls\04984.html,Finntroll - Midnattens Widunder_distorted0,Finntroll,Midnattens Widunder,distorted0,1,1,1,1,1,1,1,685,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,54,51.0,2249100,44100
4985,Intro16-DadaGP-v1.0\analysis_result\htmls\04985.html,Finntroll - Trollhammaren_distorted1,Finntroll,Trollhammaren,distorted1,1,1,1,1,1,1,1,148,16,61440,59520,0.96875,3840.0,16,12,512,142,256,64.0,34,104,41,55,23.20997732426304,1023560,44100
4986,Intro16-DadaGP-v1.0\analysis_result\htmls\04986.html,Fire Prism - Buried_distorted0,Fire Prism,Buried,distorted0,1,1,1,1,1,1,1,425,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,52,22.2,979020,44100
4987,Intro16-DadaGP-v1.0\analysis_result\htmls\04987.html,Fire Prism - Cast_distorted0,Fire Prism,Cast,distorted0,1,1,1,1,1,1,1,299,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,56,22.2,979020,44100
4988,Intro16-DadaGP-v1.0\analysis_result\htmls\04988.html,Fire Prism - Shadow_distorted0,Fire Prism,Shadow,distorted0,1,1,1,1,1,1,1,310,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,39,56,35.0,1543500,44100
4989,Intro16-DadaGP-v1.0\analysis_result\htmls\04989.html,Firehouse - All She Wrote_distorted1,Firehouse,All She Wrote,distorted1,1,1,1,1,1,1,1,331,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,44,66,35.0,1543500,44100
4990,Intro16-DadaGP-v1.0\analysis_result\htmls\04990.html,Firewind - Burning Earth_distorted0,Firewind,Burning Earth,distorted0,1,1,1,1,1,1,1,433,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,38,60,24.332993197278913,1073085,44100
4991,Intro16-DadaGP-v1.0\analysis_result\htmls\04991.html,Firewind - Firewind Raging_distorted1,Firewind,Firewind Raging,distorted1,1,1,1,1,1,1,1,471,16,61440,53760,0.875,3840.0,16,12,512,142,256,64.0,34,104,56,82,26.998979591836736,1190655,44100
4992,Intro16-DadaGP-v1.0\analysis_result\htmls\04992.html,Firewind - I Am The Anger_distorted2,Firewind,I Am The Anger,distorted2,1,1,1,1,1,1,1,225,16,61440,53760,0.875,3840.0,16,12,512,142,256,64.0,34,104,65,74,24.332993197278913,1073085,44100
4993,Intro16-DadaGP-v1.0\analysis_result\htmls\04993.html,Firewolf - Children Of Tomorrow_clean0,Firewolf,Children Of Tomorrow,clean0,1,1,1,1,1,1,1,281,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,68,41.398979591836735,1825695,44100
4994,Intro16-DadaGP-v1.0\analysis_result\htmls\04994.html,First A!d - Memories_distorted0,First A!d,Memories,distorted0,1,1,1,1,1,1,1,477,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,64,35.0,1543500,44100
4995,Intro16-DadaGP-v1.0\analysis_result\htmls\04995.html,First Circle - Ako_'y Sa_'yo_clean0,First Circle,Ako_'y Sa_'yo,clean0,1,1,1,1,1,1,1,321,16,61440,54240,0.8828125,3840.0,16,12,512,142,256,64.0,34,104,40,69,32.53798185941043,1434925,44100
4996,Intro16-DadaGP-v1.0\analysis_result\htmls\04996.html,First Impression - Open Crowd_distorted1,First Impression,Open Crowd,distorted1,1,1,1,1,1,1,1,789,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,62,28.6,1261260,44100
4997,Intro16-DadaGP-v1.0\analysis_result\htmls\04997.html,First Impression - The Hawaiian Song_clean0,First Impression,The Hawaiian Song,clean0,1,1,1,1,1,1,1,531,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,57,71,35.0,1543500,44100
4998,Intro16-DadaGP-v1.0\analysis_result\htmls\04998.html,Fito & Fitipaldis - Las Nubes De Tu Pelo_clean0,Fito & Fitipaldis,Las Nubes De Tu Pelo,clean0,1,1,1,1,1,1,1,281,16,61440,58080,0.9453125,3840.0,16,12,512,142,256,64.0,34,104,40,62,24.332993197278913,1073085,44100
4999,Intro16-DadaGP-v1.0\analysis_result\htmls\04999.html,Five Iron Frenzy - Dandelions_clean0,Five Iron Frenzy,Dandelions,clean0,1,1,1,1,1,1,1,601,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,53,71,35.0,1543500,44100
5000,Intro16-DadaGP-v1.0\analysis_result\htmls\05000.html,"Flack, Roberta - Killing Me Softly_clean0","Flack, Roberta",Killing Me Softly,clean0,1,1,1,1,1,1,1,130,16,61440,53760,0.875,3840.0,16,12,512,142,256,64.0,34,104,40,71,35.0,1543500,44100
5001,Intro16-DadaGP-v1.0\analysis_result\htmls\05001.html,Flames Of Hate - Unexpected Rage_clean0,Flames Of Hate,Unexpected Rage,clean0,1,1,1,1,1,1,1,502,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,52,60,35.0,1543500,44100
5002,Intro16-DadaGP-v1.0\analysis_result\htmls\05002.html,Flaming Lips (The) - Race For The Prize_clean0,Flaming Lips (The),Race For The Prize,clean0,1,1,1,1,1,1,1,621,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,47,64,32.53798185941043,1434925,44100
5003,Intro16-DadaGP-v1.0\analysis_result\htmls\05003.html,Flaming Lips (The) - Yoshimi Battles The Pink Robots_clean0,Flaming Lips (The),Yoshimi Battles The Pink Robots,clean0,1,1,1,1,1,1,1,729,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,67,25.58798185941043,1128430,44100
5004,Intro16-DadaGP-v1.0\analysis_result\htmls\05004.html,Flaming tits - Fading Hope_clean0,Flaming tits,Fading Hope,clean0,1,1,1,1,1,1,1,350,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,66,35.0,1543500,44100
5005,Intro16-DadaGP-v1.0\analysis_result\htmls\05005.html,Flaming tits - Staring At The Fire_distorted0,Flaming tits,Staring At The Fire,distorted0,1,1,1,1,1,1,1,377,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,36,56,35.0,1543500,44100
5006,Intro16-DadaGP-v1.0\analysis_result\htmls\05006.html,Flash Of Light - Bez Tebia_distorted0,Flash Of Light,Bez Tebia,distorted0,1,1,1,1,1,1,1,425,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,60,26.293990929705217,1159565,44100
5007,Intro16-DadaGP-v1.0\analysis_result\htmls\05007.html,Flash Of Light - Gizn S Nashivkoi Povsednevnost_distorted0,Flash Of Light,Gizn S Nashivkoi Povsednevnost,distorted0,1,1,1,1,1,1,1,393,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,50,64,30.42798185941043,1341874,44100
5008,Intro16-DadaGP-v1.0\analysis_result\htmls\05008.html,Flash Of Light - Hydognik_distorted0,Flash Of Light,Hydognik,distorted0,1,1,1,1,1,1,1,551,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,64,28.6,1261260,44100
5009,Intro16-DadaGP-v1.0\analysis_result\htmls\05009.html,Flash Of Light - Pust Kto-To Govorit_distorted0,Flash Of Light,Pust Kto-To Govorit,distorted0,1,1,1,1,1,1,1,694,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,73,28.6,1261260,44100
5010,Intro16-DadaGP-v1.0\analysis_result\htmls\05010.html,Flash Of Light - Stupeni Gizni_distorted0,Flash Of Light,Stupeni Gizni,distorted0,1,1,1,1,1,1,1,197,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,53,64,35.0,1543500,44100
5011,Intro16-DadaGP-v1.0\analysis_result\htmls\05011.html,Fleetwood Mac - Albatross_distorted0,Fleetwood Mac,Albatross,distorted0,1,1,1,1,1,1,1,395,16,61440,58560,0.953125,3840.0,16,12,512,142,256,64.0,34,104,40,69,57.85698412698413,2551493,44100
5012,Intro16-DadaGP-v1.0\analysis_result\htmls\05012.html,Fleetwood Mac - Gypsy_clean0,Fleetwood Mac,Gypsy,clean0,1,1,1,1,1,1,1,195,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,41,65,32.53798185941043,1434925,44100
5013,Intro16-DadaGP-v1.0\analysis_result\htmls\05013.html,Fleetwood Mac - I Need Your Love So Bad_clean0,Fleetwood Mac,I Need Your Love So Bad,clean0,1,1,1,1,1,1,1,507,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,67.0,2954700,44100
5014,Intro16-DadaGP-v1.0\analysis_result\htmls\05014.html,Fleetwood Mac - Landslide (Live Version)_clean0,Fleetwood Mac,Landslide (Live Version),clean0,1,1,1,1,1,1,1,492,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,48,70,57.85698412698413,2551493,44100
5015,Intro16-DadaGP-v1.0\analysis_result\htmls\05015.html,Fleetwood Mac - Need Your Love So Bad_clean0,Fleetwood Mac,Need Your Love So Bad,clean0,1,1,1,1,1,1,1,507,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,67.0,2954700,44100
5016,Intro16-DadaGP-v1.0\analysis_result\htmls\05016.html,Fleetwood Mac - Oh Well (acoustic intro_clean0,Fleetwood Mac,Oh Well (acoustic intro,clean0,1,1,1,1,1,1,1,368,16,61440,59040,0.9609375,3840.0,16,12,512,142,256,64.0,34,104,40,52,32.53798185941043,1434925,44100
5017,Intro16-DadaGP-v1.0\analysis_result\htmls\05017.html,Fleetwood Mac - Rhiannon_clean0,Fleetwood Mac,Rhiannon,clean0,1,1,1,1,1,1,1,377,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,32.53798185941043,1434925,44100
5018,Intro16-DadaGP-v1.0\analysis_result\htmls\05018.html,Fleetwood Mac - The Green Manalishi_clean0,Fleetwood Mac,The Green Manalishi,clean0,1,1,1,1,1,1,1,453,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,71,35.0,1543500,44100
5019,Intro16-DadaGP-v1.0\analysis_result\htmls\05019.html,Fleetwood Mac - World Keep On Turning_clean0,Fleetwood Mac,World Keep On Turning,clean0,1,1,1,1,1,1,1,695,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,64,37.90897959183673,1671786,44100
5020,Intro16-DadaGP-v1.0\analysis_result\htmls\05020.html,Flema - Chicas Judias_distorted0,Flema,Chicas Judias,distorted0,1,1,1,1,1,1,1,687,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,67,41.93299319727891,1849245,44100
5021,Intro16-DadaGP-v1.0\analysis_result\htmls\05021.html,Flema - Hombre Visioso_distorted1,Flema,Hombre Visioso,distorted1,1,1,1,1,1,1,1,933,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,42,62,26.998979591836736,1190655,44100
5022,Intro16-DadaGP-v1.0\analysis_result\htmls\05022.html,Flema - Vahos Del Ayer_distorted0,Flema,Vahos Del Ayer,distorted0,1,1,1,1,1,1,1,398,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,69,20.453990929705217,902021,44100
5023,Intro16-DadaGP-v1.0\analysis_result\htmls\05023.html,Fleshcrawl - Beneth A Dying Sun_distorted0,Fleshcrawl,Beneth A Dying Sun,distorted0,1,1,1,1,1,1,1,299,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,35,59,30.42798185941043,1341874,44100
5024,Intro16-DadaGP-v1.0\analysis_result\htmls\05024.html,"Fleury, Laurent - Piranha_distorted2","Fleury, Laurent",Piranha,distorted2,1,1,1,1,1,1,1,230,16,61440,34560,0.5625,3840.0,16,12,512,142,256,64.0,34,104,66,85,37.90897959183673,1671786,44100
5025,Intro16-DadaGP-v1.0\analysis_result\htmls\05025.html,Flinstones (The) - Flinstones Theme_clean0,Flinstones (The),Flinstones Theme,clean0,1,1,1,1,1,1,1,405,16,61440,53760,0.875,3840.0,16,12,512,142,256,64.0,34,104,40,67,30.42798185941043,1341874,44100
5026,Intro16-DadaGP-v1.0\analysis_result\htmls\05026.html,Flinstones (The) - Flinstones_distorted0,Flinstones (The),Flinstones,distorted0,1,1,1,1,1,1,1,179,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,60,72,30.42798185941043,1341874,44100
5027,Intro16-DadaGP-v1.0\analysis_result\htmls\05027.html,Flock - Trick_distorted0,Flock,Trick,distorted0,1,1,1,1,1,1,1,588,16,61440,57600,0.9375,3840.0,16,12,512,142,256,64.0,34,104,40,64,32.53798185941043,1434925,44100
5028,Intro16-DadaGP-v1.0\analysis_result\htmls\05028.html,Flogging Molly - Swagger_clean0,Flogging Molly,Swagger,clean0,1,1,1,1,1,1,1,513,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,43,67,28.6,1261260,44100
5029,Intro16-DadaGP-v1.0\analysis_result\htmls\05029.html,Flotsam and Jetsam - No place for desgrace_distorted1,Flotsam and Jetsam,No place for desgrace,distorted1,1,1,1,1,1,1,1,326,16,61440,46080,0.75,3840.0,16,12,512,142,256,64.0,34,104,40,55,24.332993197278913,1073085,44100
5030,Intro16-DadaGP-v1.0\analysis_result\htmls\05030.html,flower - Crying_clean0,flower,Crying,clean0,1,1,1,1,1,1,1,281,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,66,51.0,2249100,44100
5031,Intro16-DadaGP-v1.0\analysis_result\htmls\05031.html,Flower - For You_distorted0,Flower,For You,distorted0,1,1,1,1,1,1,1,225,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,53,67,35.0,1543500,44100
5032,Intro16-DadaGP-v1.0\analysis_result\htmls\05032.html,"flowers, the - flowers_clean1","flowers, the",flowers,clean1,1,1,1,1,1,1,1,725,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,40,66,35.0,1543500,44100
5033,Intro16-DadaGP-v1.0\analysis_result\htmls\05033.html,"Floyd, Eddie - Knock On Wood_clean0","Floyd, Eddie",Knock On Wood,clean0,1,1,1,1,1,1,1,698,16,61440,60480,0.984375,3840.0,16,12,512,142,256,64.0,34,104,40,74,37.90897959183673,1671786,44100
5034,Intro16-DadaGP-v1.0\analysis_result\htmls\05034.html,Fluisterwoud - Hoer Van De Zeven Hemelen_distorted0,Fluisterwoud,Hoer Van De Zeven Hemelen,distorted0,1,1,1,1,1,1,1,597,16,61440,61440,1.0,3840.0,16,12,512,142,256,64.0,34,104,56,64,35.0,1543500,44100
